,title,company,rating,location,salary,summary,post_date,record obtained,job_url
37,Data Scientist,Peterson Technology Partners,4.0,"Milwaukee, WI",$45 - $75 an hour,"Skilled data scientist with machine learning, image analysis, statistical analysis experience.
Machine Learning: 3 years (Required).",10 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AgtsfPTMZ7iDcp1X4T-0K4CYWuscf9rvuaH0n-fMkMyKnr7WxHRcz12wTe7OJE2CNkGD_Zbt1v7NuV4PiynL_HBCfpjsYtUm__LNxiL6j00COIMJtZM0_7ZyAPccQINce0U-MpG9gf4xDww8Do2cWIME6ZpYvTZ_dHiLzvOra4M9usmN1vQXTwfgiUFCFDiSqCpActi6vJkTVVJMLZhQrTg87LuPrSngBxmpaJfxtJaWlDVc_yLI_lrf-RyzYJAq9t2W9I_gwZPyns11EZV9piJnNW46n1EArXNh_gSlFLDf6nVvKqumZlLRtd_RfGMLySUZWf6DD-jJOLUiJyl9kqF6sleWWwIu_rxslfJz6loHAtC3ueMrK2i1Ci_nFbrMZcnk8WDuJ9fkSL_J9nAapQxdep9rmKeSGTNmORQ8I165MUemqqDC44EFPb0Gwo3GSnhhp2WcslLLzt-BndOEcA&p=2&fvj=1&vjs=3
38,Data Scientist II (Remote Work Location Available),USAA,3.9,"La Coste, TX",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…",1 day ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGc9N6SpluTK3Mbwh9ysI2SwuIRPve8PKUKxsCcvqHEzo_NR9OcLdq3EhzDw1jKpSWW768mEAIeSI9q1RFdJW6QSq-AT_DzBmx-1cx7iCzCzLZw_5NsOAmpmiP7BaOokZbhJpeoN9Y4kDYBjF6rvr3fiszNsNpjR_-m9f7QseSWVcNervbSSGL8CFE3Qp1ty0bQlVfQ5gtcY1JUMjTDaXOgk4jKgk5mFS0jf3wmC58TMBMz3RnMT-3nHwsrUdrDifZE2QXZ4KzMDO3SY2SsQ_ydMkeOYM7tQQrhQgK0OFUcI11zYwhef_5g8KtfnDNHYKSF5cJSl3zFfEEhcvvzph1gFQ==&p=3&fvj=0&vjs=3
39,Data Scientist,"Alto Neuroscience, Inc",,"San Francisco Bay Area, CA",,"This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BCLGMZOQuOsCGJt8V5Ah9fdu60bFCVujmoIe4gnQR76GCyU_d2W25ZT93_LHqS7vnszdp_Fg8ocjCVyJIVUmNXIKjVrTjAS97dKhu6bLCDp3r2hiCqb7h3AWzo-QaKcLoYcmqwMH2adF0igIs5npNV_sJNql80vTsDNO7XJ5meqNSm20FINWmPwNDuZGp6iCpOGB9yiSOlW5cnt5dFBt4lOcp4rfuOr-Gy_6iG2Ib-NmUfOWmCYkjnUKQ296y0QRki_gy84uyGQgG4Xc5LuJ6bYkgQx40aRT35K8VPYkIom7rpo2ks8hvZRqB6DIQjJBTe0cWWMTgpk2KK6Hya_OmrZJgFwoIT3zqrp4RtzpC8zik0vV1NuWJpcJy0f6x1-4ifL8R7Q2F1BqEpaOo0MD94dvp9TfIiEm_v3QHPLDuf_g1Z0S-WWsBLwv6PW29ax0Gb0_qyqoXqEA==&p=4&fvj=1&vjs=3
40,"Data Scientist, Medical Diagnostics",Specific Diagnostics,,"Mountain View, CA",,"The development of data-driven visualization tools for the explorative analysis of high-dimensional data.
Used for bloodstream infection Specific’s solution…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ASXGwdLWjBNYivRaShgyLT0X0BdS_EVSQWni2gtHz1pazciS9pJg_LVuqiSysEs-TMIwFFOo7W9bIb5VzrANtYopVIA4KVaF9yg6fI6EvZwtW2vAGjQWCOF3vWYBeKjokeHeoKgHupsPPJigSH8DaOChlEr7xUj3CXaKRa_EOHrBLZ2d5Uk1If17lKxeMjXV3qBzZt958Ramv2INHgLwzJqGbOYBlKRJawRVsyMm3_fsO2PLnXfESEiwLZI6KdapkQ9qIoDRbRUFZTt2hnXJjUmSfUS7PVdbv9FONnoXKDp2_LQrrMfSbgGRneufEk9D9FSdoNlQaT78AoehNu8D_GOad7Yq7e92umOuhGrA635Mhz5SEuZ7IimdnsJGJdiSh1vWhYk_DlLj3oifgq6fN87KFbq4Ne5YdoBrnt2L-lYcQv9FTino7-mmsKry2lh8FzC__URxOtYhZoW9TCHAKi5Kicue0IqymvwVq6e3fQ8g==&p=5&fvj=1&vjs=3
41,Data Scientist,Knock,3.7,United States,,"A strong command of data analysis techniques (linear modeling, causal inference, Bayesian methods, supervised and unsupervised machine learning, etc.).",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=d56cc6d8bb5dc869&fccid=f0c02e05b04b1569&vjs=3
42,Data Scientist,Weber-Stephen Products LLC,3.1,United States,,"Data scientists work on our centralized enterprise analytics team to develop predictive models using machine learning, data visualization, and other forms of…",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=b3a476b51ceb165a&fccid=79bd6aafbadfa288&vjs=3
43,Data Scientist,Diamond Foundry,,"Los Angeles, CA",,"Apply your expertise in quantitative analysis, data mining, and data visualization to see beyond the numbers, understand how our users interact and engage with…",Just posted,2020-10-29,https://www.indeed.com/rc/clk?jk=03e3b4b677b52c7a&fccid=c7342f41f3559451&vjs=3
44,"Virtual Data Analytics & Science Internships, Spring 2021",HBO,4.2,"New York, NY",,"Familiar with a variety of machine learning and/or deep learning techniques.
These teams are responsible for designing and executing end-to-end data science…",2 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=5e4c8179efd94fc2&fccid=3e3eaa6aedf690a3&vjs=3
45,Data Scientist - New College Grad,Proofpoint,3.9,"Sunnyvale, CA",,"Oversee creation of data sets for machine learning training/verification/testing.
Develop methods to evaluation new machine learning models.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=186d2aa111994946&fccid=69c7d55b78dc7424&vjs=3
46,Junior Data Scientist / Entry Level Data Scientist,CORMAC,3.0,United States,,"Implement machine learning and deep learning algorithms, employing a wide array of ensemble methods and common deep learning architectures.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=3b05e594822308d2&fccid=bc5b9d293d9dc536&vjs=3
47,eCommerce Data Scientist,PepsiCo,3.8,"New York, NY",,"Work within the data science team to analyze large data sets and assist in the development of custom models/algorithms to uncover trends, patterns and insights.",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=5d5115c6c551d55a&fccid=2973259ddc967948&vjs=3
48,"Associate Data Scientist, Tableau",Salesforce,4.3,"Seattle, WA",,"Experience in data, analytics, and data warehousing concepts, including database management, ETL architecture and development, and strong SQL proficiency.",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=7a22889ef862a05a&fccid=4027cfd917e1ee29&vjs=3
49,Statistician/Data Scientist,CSG,,"Irving, TX",$75 - $85 an hour,"Demonstrated experience in machine learning, in models such as neural nets.
Machine learning, in models such as neural nets: 5 years (Required).",3 days ago,2020-10-29,https://www.indeed.com/company/CSG/jobs/Statistician-Data-Scientist-3575e854cc36a793?fccid=b5e99b10cbd50664&vjs=3
50,Data Scientist - Discovery,Roblox,4.2,"San Mateo, CA",,"You'll partner with data scientists, product managers, engineers and leaders across the company to better understand our players and builders, performing ad hoc…",1 day ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b28ac2ad86a2620c&fccid=04ef150429d33336&vjs=3
51,"Data Scientist II/III, Drug Safety",Boehringer Ingelheim,4.1,"Ridgefield, CT",,The Data Scientist II/III will research into innovative scientific approaches to enhancing understanding of therapeutic target safety liabilities and proposing…,17 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cmg9-YbHEj7Jv3ucthsVetHSgSspxBgha81MdXm0MxRHKGNAuz-66vMqazMs1Ss-SavHC20puwuAn7n5kQTajiBQXqx6tM4-Em0KgnZTb-Hb3XGs3IkSdnfv9l6UywLCrHX4bL6uT7SMqtAWijhK4Jrq6XaBt_V4bcgTW1o-URF_A0Yekp3yBr2UDVjECxX-dwCRJcCTU9Qtmek2652I3KslEOujflV7iTiRy_OZVPDj1iAjnjA1mfFGJpOVQACi1TWqu7IxP0XXGaYyif0fX9VzHS2V0KQ5cKIjqXkfM8Q5HmFEbqOm1_U96LXg-Und2HwrfBv26x6yk2M34EfW4NXEkqRkVA2_vXowDH10Qe5fsOkyh9V5tinJmpLXueb6deHI7nxyHP4hC2mhnOevRT1lgZgUKFjIUoRApbmlQ6d895VA-7COvEGdHvnLlS50ARqSOPcOzAP1KXZDeYhOcQm6bArduMz8sjpRREgNwQsUiZ1EJXLuS-NV5slDe2uQRlXkqqeG5ZojdP3l0W6W3g0oESPcWNAm-V8oud186okhB-nqtogKy4maD4NtD8cMa62UD7Fpzw2DGkxvGB7du2bl6UYKBx1t4=&p=16&fvj=0&vjs=3
52,Data Scientist - Manufacturing Technology,Northrop Grumman,4.0,"Palmdale, CA",,"The position requires strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models,…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYerJoEfKDNyU9eAHYKRb4O7PwvsthC8__YpG53bTaBgzri9dSOOibgxyadsH9SmXzVneWwA_RzZQEJeMCLnynmEcuzLA-h93RhLbzVK4Cvh8AU3qWYqFilZoFP7YudNrCA-hfZ_12epuTiHasb5cPuXAFMn_p4NSmb05k2XVJjFCCc_cEvfYmM9vYNr_HLRBv5jSdZuLTLnIuh-hwxHPUWpH0XQVsssejsGqBKltkiEjpME55QVCe4UTcw3HsRFszsaL07ESdiTi0PgfYsh8JNgS5tQPbh_86xWW-3H9_Eb_7xioBC2AUt-b9tlnpA9Bzf9MhenhUpIjENkuDjyZQd0Z1oq4wgOeHZadRBvCHQwUhZWE7uraZnTndybVJSlQc-0ULiIzJDvzjLiBhps5GP2m1zNorNpTLTuLPyUDo9OdvJ77IOw8hAIHoXI3igMmmnvEhKy3SBnuwi87xK8ReFwBB6yR0qAbZ_CQtGMKgZCNYfvi3mysH2MIaS87CfDwSVTOAwOmsUqrpwbpCZaK5bg01NSBJfh-b-O_EHB6yu4cz5RZ4lJHxUKMHeQa6BVmg=&p=17&fvj=0&vjs=3
53,Data Scientist - Remote,SemanticBits LLC,4.2,Remote,,"Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwuk0DrdrZQT7RU4SGxsGXg2xtnyqe0O5mRabUxE0Tn2GLLslpcsWcDTBd9fmFgvXYW8f349KL2HCHg0XphVrtlFuT7zB8CCv819MWWoLwgPfDP16O-Xbco2CuW4y7ucMCDFsMT5nVoyOLJbacgwSQ-om6JQU6smRxFtSdTRKSM4eVZSDAHVpNxLqCehjEBPovGvvR48FnB7qaZXuGoT5NDx_uW7FDGxjydqXqoAdXNXlMEolWHRexcMu0up55_2t3Hiq_VUVM-XEOuXGD8wf75L-Mj2xAI1AZjnKyb_-UacOCeW4CmCYiC2Wz_Ahtsa1LHeioM-gRLXounC-4maoCa2Jx8GTU7ezAq0IZGkHHS5WJ2rIMZQtw5BRO4Nf6m9P3xfFKFgkr9H473Lyfw_5vRMsdD1_5z0t_m-SpUYelxDlfEO7ZWtmTvbIJ_XT7k-jDT1KEnP_EgqUBmUYpjk_POp9I2m2bmunC2XrGLiEnPWZeT9HGo7k_e8TmKEd28qglRq26fuZ9hvEox93piBgB9Tv0Cc8gQW2Q0ksmUf_DzzW&p=18&fvj=0&vjs=3
54,Data Scientist,Vaco,3.7,"Nashville, TN","$130,000 a year",The role will work with other Data Scientists and Analysts to create predictive and regression models.,15 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6vuF9mJcDFzyB4chVe5GK_l9f7WKwVdB9xa6ccd-mZpbhf1s3vxyBaZyixrHYH7JohD2IXIVHQczmGosxyUhCiel9-LU-Ho9zQkhSQ_GtXdBCxAo0aGJlnPCq6wTznICVZHIdEEbJJ7R4wAnuF1sAN21cPcix5q5Nq6EO1fDU2K3mtxUq1frGjT4A812MxWmZkvhDSriWP0ov_4tioZEQ8scoo_VWA_S_3GvH2NS-sx-hE0ytgigVkMyY1LqMrfi5cB1aafVP1M1fS2kHZjwu-95A5mMrbdq_DqKxONwgfrz_gWr-Fd7HPlQoe1p8tL_pECovf-Vw-FSeAcD3GtIyxfKJ8aBNLvGQH8NGdbuC9WBbzI21gdnaI-_mEmscpVFvwlGNnyccZs5lcAI2vAvDr8umywKZERDZ3lf2ukvDXjSeI_s5smd6IuCdgZZeiXwds=&p=0&fvj=0&vjs=3
55,Data Scientist Associate Part time,Envision LLC,,"Whippany, NJ",,"Previous experience working with cloud-based data and analytics platforms, standard business intelligence dashboards, and data enrichment techniques.",Today,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A13XXEAKoVsy1UjAxA2tJa37vkRdGHJdX4gYp8IY3tTpc57ra18Z9sYJ3trAbN1b2NknDfD1n4wu2_g5EX7Fq6ge6ifrBpkM6vNYXiwKXfitLlpzrwaan-RBG5HdWjJ68uIY74LUQQXq6TdfrwAp4pJwQ4Bz0mvvvSF5uCtAhQJ8Abj7T8mmFAgGDIoG5RgphDVhOCuMBEoIi6DuaLvg5wFIINmCfjpqShaf1TJYnPF0FFZOEMOw66iLKIwWNqtk4cBnKL_lZD2Wpk3D5qcutY7jJOfTPirKsRo-YvBAVTkOAeCLQvjZseJJK_pVuT47Du4Hn7EeqJ4Y_zr_kXpf0VIec9B1opIskh7hpzMtKPxnbV5nNoNa_ISdIuz_eLUIlvjTWMET5KNaiXVANeb-sJRPkDeX3CE2P-VS29cLpNTYN4dZt4hABLwzKbWWDXvYr6mXFOFGI03V33AmEzcP0g&p=1&fvj=0&vjs=3
56,Data Scientist - Manufacturing Technology,Northrop Grumman,4.0,"Palmdale, CA",,"The position requires strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models,…",16 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYerJoEfKDNyU9eAHYKRb4O7PwvsthC8__YpG53bTaBgzri9dSOOibgxyadsH9SmXzVneWwA_RzZQEJeMCLnynmEcuzLA-h93Qr8g8CBneppNNXP8DUNuSkPaf9ucsAfm2vE3t3B7oAg-1eg-TLgtub_GGKnTlW2etXsfUlvKfep3rTW0nBVj3sPQRFd7INvLbHfQXttyivmSaB3QvjXwi7NIYrJa1ADchZKWuY724dEDohrKdwUctdgyMwFujRxlcpSHBxGxGiV2IYpH3ppRShQxlYNPvywi4xqnkCXvwHFEccqTs_oSYDMKII3MVkWygusOpYlI_3TA1Y7KPHmMw7qEfo_WXMAkGfcpA5LAjBWnt9mznkhf8YoV3BSsqiMl1VwT09d3pP8RvmMyGaUVYNigm2f8rAV9n3shlWOvqG0oYpOlgESJOqMbj7YIfR6g8T2w6bfbZ5W6-cT2U05RxrTbt6Rr_EEpE2Y9lyAHGEJ08Mt3UOmBehB0pLvGEDJzWeBYQ2GLsunnur8OdX8aP3rki2urWfj40JPGHgaTdfZo5Vf1T5WDi4O-Vh0jq5mZs=&p=2&fvj=0&vjs=3
57,Data Analytics / HPC / Computational Data Scientist,CI Software,,"Vicksburg, MS",$55 - $105 an hour,"Support areas include data analytics, visualization and analysis, parallel I/O.
This shall include development of software to meet customer needs in the area of…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AB3gsQFsL3AuPpv6MeaHQyW7zy_GWDO2RZsw6usGF1piTWL0NBOvo0Fu965JndNOLQE1cmyXDLDqE7ls26geB5h9-HOYUNwc5fsY73YLIqOv7JNtMSEMiUjXzPyQaxWADMo__zd1gB8GIKTOOKj44AWHZq28JHTBcRC38r3MsSq47aVYK4GIbnHcuCd4x4YJVwy8ob5hSoEmlu7Q4bBbt7yjF1LDbPFuIEE7hKM6VyIfN-12HyxDxu1-8iL5hVHZIhyBsEIzMhyFj1Xs3F48kwAHE5IujQW-0XlwsAxe_7_lNzSdNSfytws4fOx7i0gbGHgkZJeNFO01sryeYLlHU2nzzz38MgauvJpVo8RDFbwMXxWMlodBF1MoFM82M9UeYrjDSeDa7dsOcBc_CVl5daruIlsibMJ7Rk0rBRziWUx4OcoQPqQOB2VBIXrQsP2h4EPdZIoIEXTntLoY98ph7qHIQVEVQDqt-QGpK-U5FmNo7ieRlEvpsIitkbi-BbVzc=&p=3&fvj=1&vjs=3
58,Data Scientist,Horizon Health,3.2,"Lewisville, TX",,"Uses descriptive, inferential, prescriptive, and predictive statistical/data science techniques to analyze behavioral health outcomes and clinical data in…",23 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B70tG5J9F_p6339PMOY8QlFtcwwwI2VpystrlvXRVKwq6wGD8W2iNzDRBHa8U3wVZew54n1TiLUkOuErQScOr_OQnUsam7FIMUEr6DVBjL36gn5WhO2zkZ8iA18WFCKWcTyYpdXPKzy0g70X3o9uKdzyUl70VZd873YtcuOM3uwEatAnUW_dL_gcP3_9sLrQdrY_pFrclDnRj-mT27QYqE_xYIx9hdJuDKE9w72nNQI3PGFSTDVn8yAIrzHG84KymUKmyHQUMig2IXAtILm8xONVRq8ZYkU4uMTWMG9K7qapOCaSyHThmBku9DCyEVMHP-c1uyV1AZsfTleTjcYUboXAFqqO100Sp7LRV9Snt1LT__fkfchk_HrdKBigzMN0Pm1fDAbPJGF_nsRShGcvTasgdCdP5DlO4NhRJGPQitBKN7kBiBfuU84U7Am-yzI5WmtdslJnXBhg==&p=4&fvj=1&vjs=3
59,Data Scientist Analyst,Weber-Stephen Products LLC,3.1,United States,,"Analysts work on our centralized enterprise analytics team to analyze consumer data, develop data visualizations, and perform various advanced analytics…",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=deb6617090adf2a8&fccid=79bd6aafbadfa288&vjs=3
60,Data Scientist,"RMDS Lab, Inc",,"South Lake, CA",$42 - $52 an hour,"Provide consultation on data science and machine learning.
Strong interests in machine learning and a fast learner.
Bachelor’s degree or above necessary.",13 days ago,2020-10-29,https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-f3bfb6c860377804?fccid=bb09cf205f12348c&vjs=3
61,"Virtual Data Analytics & Science Internships, Spring 2021",HBO,4.2,"New York, NY",,"Familiar with a variety of machine learning and/or deep learning techniques.
These teams are responsible for designing and executing end-to-end data science…",2 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=440d8f87b6f83ae4&fccid=3e3eaa6aedf690a3&vjs=3
62,Data Scientist,"Growers Edge Financial, Inc.",,"Johnston, IA",,"Experience with geospatial data analysis, data aggregation, and geo visualization (e.g. QGIS or ArcGIS).
Analyze business intelligence and support the business…",30+ days ago,2020-10-29,"https://www.indeed.com/company/Growers-Edge-Financial,-Inc./jobs/Data-Scientist-57e882b81b40b7ab?fccid=4e619dc84a0e45f3&vjs=3"
63,Data Scientist I,The Karis Group,4.1,"Austin, TX",,"Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.",7 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0ef2aae34800d1b4&fccid=a904c5edb2ac5fc2&vjs=3
64,Data Scientist (entry level),Saturn Cloud,,Oregon,,"Comfortable with quantitative analysis, statistical techniques, data mining.
Experience that includes: data science (degree or bootcamp), writing and…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=10ce94304e4f3254&fccid=e34a8bfa908cfda2&vjs=3
65,Junior Data Scientist,Allstate,3.8,"Charlotte, NC",,"This includes: the development and execution of new machine learning predictive modeling algorithms, the coding/development of tools that use machine learning…",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=cdbed895f901c344&fccid=3a71a4d2f7990a25&vjs=3
66,Talent Acqusition Data Scientist,Amazon.com Services LLC,3.6,"Seattle, WA",,"Experience using test/control methodology, and using machine learning techniques.
This role performs advanced business analysis using various techniques and…",Today,2020-10-29,https://www.indeed.com/rc/clk?jk=e6bea30e1d41c91d&fccid=fe2d21eef233e94a&vjs=3
67,Quantitative Data Scientist,University of Utah,4.2,"Salt Lake City, UT","$75,900 - $130,049 a year","Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=763eca2444cab164&fccid=6328b27691d3fdc3&vjs=3
68,Data Scientist,Diamond Foundry,,"San Francisco, CA",,"Apply your expertise in quantitative analysis, data mining, and data visualization to see beyond the numbers, understand how our users interact and engage with…",Just posted,2020-10-29,https://www.indeed.com/rc/clk?jk=6d890a5a9abc73cb&fccid=c7342f41f3559451&vjs=3
69,Data Scientist,Nutrisystem,2.8,"Fort Washington, PA","$95,000 - $125,000 a year","Minimum 5 years of experience with progressively more complex data science, applied statistics, and machine learning projects.
Temporarily due to COVID-19.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BPhlr03GSQEnB5CFEkISXow9IuDAhGkZ0sWW15owG7ndvh2dcvh0wLomePcUyhH6OsNxbbJVe7ZmkUKu08_pTuFH389FxWghaVKC2A81lclqJRakDFbemB4jjWLaktlDPzYgJRZQ8XhIv1KbpqbMkuzngmgGPNE0xZHNlAyQx9Qp1fkZyWE64Ceo3olldjJnmR8DPwc6HttaS9YaS0YIi6PMynh1fTOdigUSDTAxoyAUJ5EdU_bRlMHrM6cAzi2Sri6TYjzR05achZsF8i6F7jLigcW0_S6sLCUumhy4W4frjExTmULP0DGHBqSJORJq60WnnVVwUnlBZKX8lzk5IYs-BiabAkpjFECHrYcIbbmgQU5F0FTH6uj-rQX41Xjte9ttNZ_aApMQoTxS8tcaqb1ZfvfdeIqjYdIals0wHBlF8cLO24g5TyY8_7nbbytkV5FRp0npGEOQ==&p=15&fvj=1&vjs=3
70,Senior Marketing Data Scientist,National Funding,3.3,"San Diego, CA",,"Builds recommendations by synthesizing data from multiple sources, developing assumptions where needed, to drive business insights and strategy development.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1gMxTCkCMx70SaHXv4oGBFcjq2WLpy8W8wpR_P0ejKHTuYv6NJ7ACXAaDHDU4CNhSENxLUOM5JPCxnXnH3dfx-TuvWwHfQnX5pb2rnzlEg7EU4mKn0ZMv2r3HmSGLLoFbCAIlxGk67dJ-FMu1XKfMgwBZeRgbQTXVHZGkzcDE3BCvzahhsYwPeILognjnDQ_ULWPIW0XFAgzfss8H7qJXuBL6LQcxgJxUQUCz_LzGtggAnKIQck10Aw-v8VJjnBhtv5u4206Uy4JdLZ6gl7FmP6W4cgeWxdVuH1QNGhnTgg7XhCidaLNKV9vxKZCDix4nKmnNYtg4Pje0u7MFLkVWt7b_xIg_6F-eH_3_r0OslQ9fomwT0pJiMLLSXpqVsljpWVCJGEZhVO2RBB5Qnzkb-CfvmIg-Bu-vrtaxa5qGEYpE1bdPiXVAot8VG6zLcBhK40R75N1wjBuRHZAbN4TCjF9aBtSpRLLDIaVOfyKYXqkwi0wMC5n1elDrJAzu19nXbcJM19ZqzTgr8rqRk8BxxN6voeDkgqlMadMIS5HDi-b1Hl5qZZDQraDXUhk382oJDE2-g1K4Xg4isepLUVQyiDGBKh1vE88=&p=16&fvj=0&vjs=3
71,Data Scientist - Remote,SemanticBits LLC,4.2,Remote,,"Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwuk0DrdrZQT7RU4SGxsGXg2xtnyqe0O5mRabUxE0Tn2GLLslpcsWcDTBd9fmFgvXYW8f349KL2HCHg0XphVrtlFuT7zB8CCv819MWWoLwgPfDP16O-Xbco2CuW4y7ucMCDFsMT5nVoyOLJbacgwSQ-om6JQU6smRxDLDyUPjRp1KQ_9LHL_PGYN_T5W2sYoSBX6dN_Yv7J8GhY3Grdk_LR_-qLPKcTP-bNTUpyrIIv4N7CA2O46QLEKDMERFLSrhHl0NOS11IF9GSeRHd3du7STt6ksTRGHHekpI0lVvgwBFRWVaclXzxQ33ix4Wwh5ZXjxIfE_aUlV5ammC05k3tjnC7efCVSLBkGIefAGEnPMFU7VeGR4_6juzSSwHOZWihExFM2roxX6uUArKJHsFwx9nCTDvpq8JlwqYNseZnIZ9M0mDFnbnIGbhTcbe5RR7Pca2gFvLARwoBRJAP0GcVyUedtbwWdXA-lL2rLGTdg8oJCboQecAfp7oGd5hRGK58Gv558Lnb94sRY3zbIQREYUcSmkbRMwchJ1upRnu-TQ1&p=17&fvj=0&vjs=3
72,Data Scientist,Nintendo of America Inc.,4.1,"Redmond, WA",,"Gain deep insight into player behavior and business impact; present findings to internal stakeholders.
Comfortable getting and preparing data; this includes…",22 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=34f9e5f365c60c41&fccid=652ac4747cb152d3&vjs=3
73,Data Scientist I,"DAT Solutions, LLC",,"Denver, CO",,"Skilled in applying the latest and most relevant data modeling tools.
Conduct relevant research and data analysis; create reports for internal clients.",8 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=fd680258c00f8672&fccid=1a3821013b55bd4e&vjs=3
74,Junior Data Scientist,LexisNexis Legal & Professional,4.1,"San Francisco, CA",,"You will prototype new ideas and build-out existing systems, collaborating with other data scientists, product managers, front-end developers, and a dedicated…",15 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=44d8b988fde236b9&fccid=06206ab329e0eb22&vjs=3
75,Data Scientist,Oshkosh Corporation,3.9,"Hagerstown, MD",,"In this role, the data scientist will use techniques from statistical analysis, optimization, machine learning and advanced visualization to develop data driven…",1 day ago,2020-10-29,https://www.indeed.com/rc/clk?jk=95368911fea627e3&fccid=e403cfd8a9888a1c&vjs=3
76,Data Scientist,Kharon,,"Los Angeles, CA",,"We are hiring data scientists to expand and enhance our research and analysis platform, which leverages open-source intelligence, data mining, network analysis,…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=6cb87983b8db9183&fccid=b544304db34cd3c6&vjs=3
77,Data Scientist,Corvus Insurance,,Massachusetts,,"You'll play a critical role in defining how data science can solve business problems, and will be responsible for the full data science life cycle, including…",3 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=28481fc9ef7e4c59&fccid=f51397a6478147a9&vjs=3
78,Data Scientist,Bains Consulting LLC,,"Washington, DC",,"10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",30+ days ago,2020-10-29,https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
