title,company,rating,location,salary,summary,post_date,record obtained,job_url,State,City
Intern Research-Droujinine Lab,Scripps Research,4.3,"La Jolla, CA",,"May perform techniques including quantitative PCR genotyping, setting up matings/crosses, TMT mass spectrometry, metabolomics, western blot, pulldowns, DNA…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=c109518c76b294d5&fccid=8bee295d20b0b3f1&vjs=3,CA,La Jolla
Bioinformatics Research Engineer,Dragonfly Therapeutics,,"Waltham, MA",,"Software; scripting and developing biological analysis workflows; and maintaining and improving documentation.
The successful candidate will be responsible.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=abf1ceef8e9f206a&fccid=096e0688c082f59b&vjs=3,MA,Waltham
Real World Evidence (RWE) Scientist,Genesis Research,,"Hoboken, NJ","$86,000 - $130,000 a year","Experience developing and implementing statistical analysis plans utilizing RWD or clinical trials.
Strong communication skills with the ability to explain…",30+ days ago,2020-10-29,https://www.indeed.com/company/Genesis-Research/jobs/Real-World-Evidence-Scientist-bd570340dc5f3530?fccid=b44a37d31fa846c6&vjs=3,NJ,Hoboken
Bioinformatician (Bioinformatics Services),SOPHiA GENETICS,,"Boston, MA",,"Strong data analysis experience using R/Bioconductor.
Experience in NGS data analysis.
Provide bioIT related support to clients and internal teams.",7 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=1ec538b173ed0223&fccid=b1267f6acd43a451&vjs=3,MA,Boston
"Senior Scientist, Molecular Biology",Directed Genomics,,"Watertown, MA",,"The candidate will oversee and be a point of contact with customers and with their project teams.
Hands-on experience assay design and analysis.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-4IJbn0n4maxljK1jHmajCB9jBDVlhH7ttI1Gl67f0CqgWUJI5HopNoPsoIGVFAKm-bpHUB7lqIN7qGP2twRbIMlkIIsrr1F7GvkpgPfskfDABqmCp6dbb6qvTxtK1mugu91zjNqG23MEVI6yftlErDvH2juNm-r-kKGme-e0kz6U7YlvieJehqi8ncpy_sVL-KcBH9EmphFa9Ggy-qL2Qd94UCkhw-LgO9gSVRACuYU8mKWyd0WnnH8hO0_V9y48U0C83Ix2pql8pMGZCsl2nU0EC-cdgCF8VZpZsF1pTB1QKpsCHVw1vwljxD20tZWB41-wQu3cBt3gir8ZXiDsuNrBwz8VkrmKfHPBuc3kTTnfUMAk7jm7owQwwMgZF2G4LcwwIQF2mL_AIcWCiDKERNVB80vcm41RFQYRfc_DqtEvtX58-ywhZiH5xBDtUNtpADueZHGjupIE78AgBoIh0eSA6TcX9Z71Qf6fTrh8Xw==&p=10&fvj=1&vjs=3,MA,Watertown
Correlative Sciences ─ Computational Biology,Takeda Pharmaceutical,3.8,"Boston, MA",,"Work with IT to enhance infrastructure to support data collection, storage, and analyses for computational/bioinformatics efforts.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6skEZWEBYAeHrDZ1TtkBOmfa5a4HeDFAnFWFjtsOFL5x8-iEyqAG8UWRDaLtl3di51w2NzILNr7sG5_Xtv0xr4tYFGtn4yPEjPOKpb8tq0huDgfbjIv_LhuD8Qxgv6XBaILBNz1cqeMx66bIAtHe-tU1m69CYeDJvqcOnNjZk6pXnm3Ej3KwMoNFOlgcVg_P7QoOfjlxQg3Z0dt710s1TPqTfjHjzqnnD1r9kiBLS3CHmHQOfap756PF83pvAUsUvwc5Ye3l7TArbUw4zUBdYNW5MLY1zJLcsfo_WxDtpP9A6CApC2ulZzhVn-UZe7N4TSvD-38235Lnje9zSqiquorEY-wV4MMmx9b6dy9QZamP2NASvY-0O-8z97mZ3MDbnw=&p=11&fvj=0&vjs=3,MA,Boston
Computational Biologist / Bioinformatics Data Scientist,Novartis,4.1,"Cambridge, MA",,"Familiarity with biological profiling technologies and the analysis tools to support them.
In this role you will work at the cutting edge of science to tackle…",9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Alc63mq7XbG_XJWtX8RBizZIwo5v3DdAY7_u3VbNSkJ_xP7YBlPnYI-Kphl7S8MIhlog1XiH5cK2xrJQTPHiNfolQ_ARFb-Vae4hrYEXjD87cGlJaqlqa7cGqWQ6mzO6GxdXpe2Xz6YDfD_zJXZxEFKnBecDeCYtQD63SIsrk5Jtt8yaQ7rMvU3ORxvOVMiA6tsRsPpV60H0A_9bdUz3bSDwwriiSCf3lmqDsklfBGqpb6H88eOOe9Nyd4wrWiIGmmi1psnThJYowwbDQJWA194J7WF2b0LfdXb04pQjFC-pwxqcUmz8bsARLmJlvj_obu8h7--Ee3XlARUrvSLrnZl_wrrJFw6yVBdpapjcY5kO2KvntJC7tNc_4rR3heZlmU33CqNflLrB-y31S_gTWHvbrfhe065H0=&p=12&fvj=0&vjs=3,MA,Cambridge
Bioinformatics Scientist,Eclipse BioInnovations,,"San Diego, CA","$80,000 - $120,000 a year","Perform previously existing standard analysis pipelines using the AWS cloud platform.
Examine data and preparing technical reports, summaries, protocols and…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CN0eHvAlBSxXhl4Ps2VJw_aQAABUbiWN04Z2lSTQb-SSVpbfF-nePkyM85OL3eAYBFRuJHRhEGpXRuIwZkxB7ZgOl5iSqMsb3wHPy3U8y3lEk5npjq_rRXqvtD2XMii8bX7aRPX30qurv2z_gfzMLkITKbeZm3_UYjEtVUy8mGNQbtPh5OHUfeRTQcLVVRs0syfT6Im_SKG9EtYjfY9w2RaENs6wPynrUECdy5sOcN0RITjn5S-gWQXgpYXZTyDHMKn4lZn06FVkAMeYASRBBY04so-Jc7fFe7miSiaBFmjXzUNYZ7L-0eIHf5Q63NRDt4Ta8zpzuDWz7lBd8mGyyIIHTtBXpZi1mTr-EtodvlIINnpC7FXs06nWg5vZAkjxw8S_VFseTe07oAwGa2hhZ21vKbhX-NtBZLXGUa9NlKqOu_rhUbhjDjsQcZu92te5FqEc8w0_gSvIGFHgmo4NBnRgG_VVVEgWA=&p=13&fvj=1&vjs=3,CA,San Diego
Cardiopulmonary Specialist - PAH (Northern New Jersey),United Therapeutics,3.8,"Newark, NJ",,"Bachelor’s Degree or equivalent experience (preferably in nursing or life science).
The Cardiopulmonary Specialist maintains and increases sales of all UT…",12 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cocjp5aXSonv_BdNgjjavENb20uKJEsTdQ5m1dWpXNSdqSM6g3KW6fDwpN66X2xdP0UtrszX8kyJLH39QmlEdoiBnoV_0VNM6hKlC3j8HW_XhMfMla01qb8AjGlzDRBBfcWYvm3P5w_sFpXlYURm3XhJ6-d--ugSPeagvg26S0PaNa5FaqwDaaGxLMVT4XsM6_abB_-jg99sctvBLV0iax08ePJDQOpY6LRAkyEGH5Zkn_qGyI-pmxYnsdDTDD6qulk3ix_DYRp4_s0VKS0ofyWILWOzhADRdimu8LX7DFHEUdR1oDvKLwWO0FC-KR3cBB86QPQktKrpqp-1U_5_w5gD6Y6j-IvaEPDzfNhBcF-8SXX1X1WJYg9vM8Xcpt4Wpe0jhHQkX__251eHX6LzI8hAydDkXZLBaxpHZYHbJe3im0K-aJdG7FlcyVXin2TmQpeFWSYkVd4VRFOONdfYZybhV4Z08WE5L4O5WSRSwsZLHgMuLHCk8fwEGzQqRFq4TV3kh2VY8QWPC319A3meYZqCvFk77N00hSNZneGf2s40J7aD0M2ErR&p=14&fvj=0&vjs=3,NJ,Newark
Bioinformatics Engineer,Tekruiting,,"San Jose, CA",,"In-depth experience with bioinformatics tools development.
Develop complex yet robust and scalable bioinformatics solutions for new diagnostic products in CLIA…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrErQZqMLNqj7ZyANI-N9k3f2aoPQ5Z2FjqILE7Gr6cMKZtJF4Vx02X2HYymYIPWgyfJMEb9yeu-cvyPrEqbuzsS3NQ3czCdqys9ngV4dzTN3OliU491X_dERdGlqthw74NYJT5gdQKsumbMAWoqP8GcQXFdWE1Cd_ciBJxvjjaBJgyY2IjLVmB4vxJVrtSAtz3qQkcjNby8EVfEwwY639tQpfkkbhZcJTaNQ2Xpqon600SNZqoqTjx5FqcP2ZY6Z5pzzQ4EMuy0vVu8_2An1zqMRMbw_70GUmZ7LdzR3viZbupLco0c4jBiZPyCSOrOHrw5jdh5o8p-S1PNIE7Cc9zehtdfrHmakTsSUmYbM0wsr6Pn4yAGoyTFCP6LAWh-5okYu36NOiPg-fxt6j9ItqSokDqQSzdX0s4lGlvLFQM-dG8p2wEroZ9QJs96gRe1R6XE-4TthH41yl8ceFL05wYPavIRKH4i6kUY0uRKUMfQ==&p=15&fvj=1&vjs=3,CA,San Jose
Scientist,"GENEWIZ, Inc.",3.3,"South Plainfield, NJ",,"Carry on routine NGS lab duty including sample QC, library prep, and sequencing.
Work closely with other team members to ensure timely and effectively…",6 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cs6xOhnJVRMRDJJUnubzeP-1VsWav6pPU07VdL3pV1RkCDDbnLBZtEHwD6tXu--fCEGage1Khj1geS6Lb16Ca6GoML1fxxyX4p3uEfLISk86CcE4vCpDhqhUWq2ej93mtykqeMNwrMUwOC21dqQ-RpC8qe7G6Ipve5cTZxxubNFn87jy0i4HB65QGMZUPXZxJtNI0zQ7ApxgCTNcMk78akkccfvBb1ZvBj9-n8QC8ASK6bHg3aZr3J8yBC2RCoG3cIZdZmJBfNswd2Le9gKPcTnRhKMMlPH1OLEMHnXEvLPk0YBQ7mpi5HvyH6lM1fOpZgEpWf3gVbAD1osCUfrx3nde1kYIqtFjra6pLNpIFlsSv0LAsWjiPSqDL8JfECwSfk8RFdsP8CsHL6L7BFXQ6m2nIM368yxYmFLMd3E4HAOmf2erwE1VaAznzv4FgqbKLUlzUWXWeWAZI7_xowWTQvm2nIFy3xohXDSljvnVr2a1yu2LKgXfdGr6-hEvVJAoHBDlRZ3kinpg==&p=16&fvj=0&vjs=3,NJ,South Plainfield
Bioinformatics Research Analyst - Pathology & Immunology - Immunobiology,Washington University in St. Louis,4.0,"St. Louis, MO","$40,706 - $54,933 a year",Job Details Job Title Bioinformatics Research Analyst - Pathology & Immunology - Immunobiology - 49483 Job ID 49483 Location Medical School Full/Part…,3 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=3671337e0da5379e&fccid=d9d52566d47ab815&vjs=3,MO,St. Louis
Postdoctoral Associate - Cardiovascular Disease,Baylor College of Medicine,3.9,"Houston, TX",,Summary Transforming Medicine Through the Practice and Science of Genetics and Genomics The Department of Molecular and Human Genetics at Baylor College of…,3 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=cbf70a2326179943&fccid=5f589639ccd58869&vjs=3,TX,Houston
Software Engineer III (ADX-280-20),"ArcherDX, Inc.",,"Boulder, CO",,"Software Engineer III (ADX-280-20) THE COMPANY: ArcherDX, Inc. - www.ArcherDX.com ArcherDX is advancing molecular diagnostics with a robust technology…",6 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=b1012225d9981536&fccid=d9dd442e400888fb&vjs=3,CO,Boulder
"System Engineer, Bioinformatics & Scientific Computing","Seres Therapeutics, Inc.",3.5,"Cambridge, MA",,"System Engineer, Bioinformatics & Scientific Computing Who are we? Seres Therapeutics is well-positioned to become the first company to bring an approved…",9 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0368f54d9e42adb5&fccid=06dbc108d1ec9caf&vjs=3,MA,Cambridge
"Lab Technician - AAV, Molecular Biology (contract)",Pfizer,4.2,"Morrisville, NC",,"Lab Technician - AAV, Molecular Biology Summary: The successful Contractor applicant will have industry or significant academic experience in laboratory…",3 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=9378e2cf80d64792&fccid=5e118f74384e090a&vjs=3,NC,Morrisville
"Software Engineer, Bioinformatics",Celsee,,"Ann Arbor, MI",,"Software Engineer, Bioinformatics About Celsee Celsee, Inc. is harnessing the gentle power of gravity to break down barriers in single-cell analysis. The…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=caade3b455d04419&fccid=f28054284535da8c&vjs=3,MI,Ann Arbor
Postdoctoral Associate,Baylor College of Medicine,3.9,"Houston, TX",,"Job Purpose A funded Postdoctoral Associate position is available in the laboratory of Anthony Mustoe at Baylor College of Medicine (BCM) in Houston, TX. The…",2 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=720d376b99959ba8&fccid=5f589639ccd58869&vjs=3,TX,Houston
Postdoctoral Researcher,Lei Zhang Lab at Purdue University,,"West Lafayette, IN","From $47,500 a year",*Department of Botany & Plant Pathology Postdoctoral researcher at Purdue University Lei Zhang Lab Department of Botany & Plant Pathology * …,3 days ago,2020-10-29,https://www.indeed.com/company/Lei-Zhang-Lab-at-Purdue-University/jobs/Postdoctoral-Researcher-fcd60da0ece03349?fccid=6e1c7b3a44c90299&vjs=3,IN,West Lafayette
Bioinformatics Scientist,COSMOSID,,"Rockville, MD",,"CosmosID is an innovative bioinformatics company located in Rockville, MD. Our primary mission is to develop robust software solutions utilizing Next…",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=072497ceba372991&fccid=28063c2190bd81ce&vjs=3,MD,Rockville
Bioinformatics Analyst/Computational Genomic Scientists (REQ1061),Frederick National Laboratories,,"Frederick, MD",,"Bioinformatics Analyst/Computational Genomic Scientists Job ID: req1061 Facility: Frederick: Ft Detrick Location: PO Box B, Frederick, MD 21702 USA The…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_SRVRQ3RP5ku5KsCwhGbG0oZjsQz1kMqHFWPuaYy7cftw0pyn8wj0DVdikWWh4r-ZaTGFDaf_cKl75YGfb8KDZI6lWrc1A3MK0RRrKHykbYdaI3djESVefkFOMT0mUbr8TPy3btfIE0iFlqfjiQeS_9TkzAVLwNDTYQl9Ae84R8r0QnjglijEB7XD278z1sOJznTVIe1PSO2pUo4PsqiCBu4ddISECwwRarunioHBafJlizplSbRkW_Igoml3SYTQBQ5iRUgZMuybxnaBOoLFp5-dEx_j9xzuf0PSH-5cNhd8F-hWSBLTslD2gwdZ8-m_PfSi-CDbdsA9VNT9Xx7curIgczDMb9GXcQsOMgNWmSjNlLTQpAx3jNwriN0N0dciLRt8u8N9tGG-UkgW-nIVopVcJ5HqrjQ8ryid5tk7HW51FL17SZWfSVIzM0dfd0jF6By35kd1pzPyoZ6Y5fc5tTEUwYKC9zMhJYxhRjIg6oXDU63_hnqB&p=10&fvj=0&vjs=3,MD,Frederick
"Research Scientist I, Computational Biology",Takeda Pharmaceutical,3.8,"Boston, MA",,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that I agree with Takeda’s Privacy Notice,…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6tF1DcXPw99k01WAegU7DqcreeaBoBHmfj2U8WvtxIig29HrCvcmrtJDTIHnSJ5CyziXdUEsuYMSUysJa43CyINbYaCKQK0Nq8nyR7vDNqfxKRTkkoL4ITrdZ23TTyV6R7rq33jeB4a10T525-ZMT6xZ42a8ppg2l8d4LEl54TDZveM8P3h_a_zorYxeskKwXIiLqxXp_6gsMcTSqA4_uPPjYyPa5h1sQ1mEfSDz1-YJHW6xfP6D0mgkn83eg0j3tkAuBzC2isQijkbGWpuDTc7oET-DnoeUCwZNM544-7627OUwGXnx5ZJ_Xd67rIL8eKFa6CScQ5pZHxtOxraKDIYu5MrHj_pHVf3ubGKfqvte_rGLsAzrOidbORfxP3acfY=&p=11&fvj=0&vjs=3,MA,Boston
Computational Biologist / Bioinformatics Data Scientist,Novartis,4.1,"Cambridge, MA",,#1! That’s the ranking that Fast Company gave Novartis in their 2018 list of ‘The World’s Most Innovative Companies’. The Novartis Institutes for BioMedical…,9 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Alc63mq7XbG_XJWtX8RBizZIwo5v3DdAY7_u3VbNSkJ_xP7YBlPnYI-Kphl7S8MIhlog1XiH5cK2xrJQTPHiNfolQ_ARFb-Vae4hrYEXjD87cGlJaqlqa7cGqWQ6mzO6GxdXpe2Xz6YDfD_zJXZxEFKnBecDeCYtSFOnbDk30Ln1GgPrGHq8TJCdpKqR7OcQ8-skcygHTq775wvZSDQUgf7uVH37nFxBsuS59NSS7WHekOnNXMQDQmSQWvTVzJTp9lqIPssCshRJi4jHG1axfeJQR_0ODdtIylJ90v3Sp-FzEf2on2vtpanrDZnwFtNkjevfFpkuQvNg1HadLz2lO7N_98C-SBWC2M4vZJ5LW6gyDGpIGVOCI7tUah95m7ZgPTCSxRIuVCyuyMLuavKQDBcZHxzR-g45g=&p=12&fvj=0&vjs=3,MA,Cambridge
Bioinformatics Engineer,Tekruiting,,"San Jose, CA",,"Type: contract, w2 only Duration: 12+ months Unfortunately, no visa sponsorship is provided Responsibilities: Develop complex yet robust and…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrErQZqMLNqj7ZyANI-N9k3f2aoPQ5Z2FjqILE7Gr6cMKZtJF4Vx02X2HYymYIPWgyfJMEb9yeu-cvyPrEqbuzsS3NQ3czCdqys9ngV4dzTN3OliU491X_dERdGlqthw74NYJT5gdQKsumbMAWoqP8GcQXFdWE1Cd_ciBJxvjjaBJgyY2IjLVmhTwc2a6W19037yCTSD6P89dnQpg4CIpq1xCaIkw8EnKeV4RvroQgSnX_MK2q_UTrSBrtFd6BcqfiCWZfZxIFEWI8QXIrnwOVITWaZY9SdeIljyo2ZFR7OYzd0f8QD3pGawjurgzzC3uWiGJS0F3aauFuqLAid9rrL0RZHUCtC3wQM-KNT-I40vXVVWKhaWKCuOZtgwxOo1JtPDx604_ExPlEBwnguTg9Q0Ubqha4PjM1LbSzMHfr6ScWDFyu7Z3-WGHy5egtJl0sEaUn1LSQxYONleivlpKKUGEXgtxG2LMCZtWTOybH3A==&p=13&fvj=1&vjs=3,CA,San Jose
Principal Bioinformatics Scientist I,Roche,4.2,"Pleasanton, CA",,"Impact Healthcare Roche Sequencing is not only changing science, but we are changing lives! Our team is pushing the boundary of technology with next…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwpSO_X_4fO3yEPcJl8pLft9tRR8Y02gXA9Ku0YkSky7EbH1AnYCZJRrvWORRQ0HqrvFF1RL-Lf97SxKAT3YUWVazcnrbE8tzsuZYVLM_dpyHCLjYSXpQYWGAsWZC3B864jNJGiBy_WX6qOYnUozUJOmaTXuPJ7q1DGPrZ2lHdywF8itnc2IOBOUkysKmmdqk6KUCP8yZelzUahCBX4wEsrDBvY_ryise6H1X4xytCq6D3OHRsGY1cVzmlnJSnqzi-7-egl7vfD-C0c06feNVcCFJ9ENqqs2_tShCvcORJEmx7i9UfEf7f_4CJx3L0tHKPIjzIiecauhlZZJk3et5W7JuPqThn-4QZc6EhF0CPK3u63jjHwMdXRojoZRtwYVwFL_snnNXMgQMa3aehHlF4bwLqbRoJ23I9h-EiYfk348r8S28sIcYTWcxEm6xCyiu7MROheNfp5MPIs5Mg-U698SwauVEOF8K2qdnbMZclx84Bv5k0MQsQOAM-XmYb1ncOXQHU_gKt8N0yJqRV6DmxAKjczsvgLbRW4SiPTJSt-ynoYYRl8jZ7BtO9-lvFInmQnsTWs3ppE0l80M_d-N3cBNlwFb4bFTr5IFSfmFv-oWjwIcsEubNVbUNmUEKxTH52uzNh8ZmaPg==&p=14&fvj=0&vjs=3,CA,Pleasanton
Integrative Data Scientist - Bioinformatics,Takeda Pharmaceutical,3.8,"Boston, MA",,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that I agree with Takeda’s Privacy Notice,…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6tlgq5y1f5a2MXJA_aR381Y7FukmkMOXMK2-qwq1H5TgcW_4bCLmBbXEtDpCe-IrgDFQAkIsTzv0xg9EPuLqkMw5W6icH-Wlc8RseF_SOfZh2Y4P3kpQpHp2a6tQI7l0IsPnKBclH7fbIbkrIE0yyAkwusUZV_7wwencYnjo5JU2OgRYimaGlass0vi4ZPRqbTtsoU2QEP8mrcunP4s7QgaD0MzMUPqumv5MlaVVghuEVYxQowqLADO5_vTbMp_w5U-mMzskg6lgeB7xXUvgrSArg4Oqr0ZbzWoBDNyuqw5OFHjaSpEMJX-35bkCD-IiXECYOXK6cXejd9vXlm-oEtUxhlRFUbOewHsavNmp9TvZQRikHl0lGWdrPrhOYfMCk0=&p=15&fvj=0&vjs=3,MA,Boston
"Scientist / Sr Scientist, Advanced Analytics and Bioinformatics",Takeda Pharmaceutical,3.8,"Boston, MA",,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that I agree with Takeda’s Privacy Notice,…",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6u6ZuSVsicYqXl_C4hUmwyoxqOT0ElBE2xFgMvGnAADXppt2_VTqhWbqyZo7IARhXKUOHzByoSWSWCAXQuDwkzmDzucIJYgwz6TCMPPHbUQNet8Rjcl5MLnmz4Zd1u6b3k2cjgxPy5rjqqSUgIhxvuDZP1QxQ0Z8teyFJxz3As8L0pfe_kJNrA6m6_K8_Yh4UH3JMMMrJcFAqG2C0iXX7zGjEeA5Vs8-S-UcFaliY7sB_c_7kZb5yRROHHwD9rig38Y8qzM6v8LU1WSyarft-_6CtBWu0hS_45ctV6PCYpfivJ6r3W2Mahn_GkZEGrXpDs0aLBXVbiQvRdZIU2R0Sr4AASdU3-nP2ObVW2XCl5UkRDKerG7G_pJsQczw4c9ZM4=&p=16&fvj=0&vjs=3,MA,Boston
"Scientist/Senior Scientist, Protein Design and Bioinformatics","Flagship Pioneering, Inc.",,"Cambridge, MA",,We are seeking a Scientist or Sr. Scientist with extensive experience in computational protein design and bioinformatics to help build of our new class of…,14 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=6f41ef1d7e780a94&fccid=22489c4990c80a96&vjs=3,MA,Cambridge
Bioinformatics Data Scientist III,Thermo Fisher Scientific,3.5,"Los Angeles, CA",,"Proficiency in building and maintaining NGS bioinformatics analysis pipelines.
The successful candidate will develop, improve, and maintain tools, pipelines,…",15 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=adc92e3c4bb384a4&fccid=126e3afd205caa95&vjs=3,CA,Los Angeles
Postdoctoral Associate,University at Buffalo,4.3,"Buffalo, NY","$52,000 - $65,000 a year","Experience working with clinical systems, learning health systems or translational science or computational biology.
Knowledge Representation and NLP methods.",10 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0f2087c7e23c95e4&fccid=69d294dd564bf502&vjs=3,NY,Buffalo
Bioinformatics Research Assistant - Psychiatry,Washington University in St. Louis,4.0,"St. Louis, MO",$15.46 - $20.88 an hour,"Assists with research projects including computational data analysis and documentation of experimental results.
Expertise in standard bioinformatics tools.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=0e79869f06955512&fccid=d9d52566d47ab815&vjs=3,MO,St. Louis
Assistant Member Faculty - Department Biostatistics & Bioinformatics,H. Lee Moffitt Cancer Center,4.0,"Tampa, FL",,"We seek candidates who can contribute to the many current clinical and basic science studies at Moffitt, as evidenced by a history of peer-reviewed publications…",22 days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=2a4a4a580e44f541&fccid=28ce112590363228&vjs=3,FL,Tampa
Bioinformatician,TGen,,"Phoenix, AZ",,"Ability to understand and implement computational algorithms, statistical analysis methods, custom data analysis software.",30+ days ago,2020-10-29,https://www.indeed.com/rc/clk?jk=192aada4509244ba&fccid=8ae228e2d200eaab&vjs=3,AZ,Phoenix
"Senior Scientist, Molecular Biology",Directed Genomics,,"Watertown, MA",,"The candidate will oversee and be a point of contact with customers and with their project teams.
Hands-on experience assay design and analysis.",30+ days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-4IJbn0n4maxljK1jHmajCB9jBDVlhH7ttI1Gl67f0CqgWUJI5HopNoPsoIGVFAKm-bpHUB7lqIN7qGP2twRbIMlkIIsrr1F7GvkpgPfskfDABqmCp6dbb6qvTxtK1mugu91zjNqG23MEVI6yftlErDvH2juNm-r-kKGme-e0kz6U7YlvieJeLMtSY0JAtLtm5cxPVCsw_V4gjfNUy8WKGvP_pg45q1pXFqP4rhz5eOxTM9HiBT7AWhqBDkg_Dx9oOdX9W7-1cy4CLqm_NpG2jE1YGdwCsBUWeF_ENUzSgCaYKIbnYmibe1EFFEs_bWBSslDrJiprMPU9o9z8qCPIERKrFvvhjilxUKqTlkTgmFUW_7LZofNdDtabHc6hU2x28wvvg5O38MiNj6hJIhP5lvkcn6QkODRUoi3PL-Bci-59e1SNV_OD1lG4vuwkabzILP73NwVTBczi6cHkOoo8ZLEub0XJiylweom8gph1SA==&p=10&fvj=1&vjs=3,MA,Watertown
Research Associate I - Zhou lab,Buck Institute for Research on Aging,3.9,"Novato, CA",,The Buck Institute for Research on Aging has an opening for a Research Associate to study protein folding problems during cellular aging in the lab of Dr. Kai…,10 days ago,2020-10-29,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btl67wkp1qDKrTNfuZuXaRJU7kP2obeHqesTm2RuPrBNcLhfQ_yturWPGsNtMcBTne8HHCHJgN8tkAxnn7vnt2uvlWXPDzbrceQU8uYY0zIIDjnnmU8Lk6ZQlomo0zppeQTSXlbTNxOhJF9q6tKRLxmQJctpJv6u2NVkckhRJLy1ovjLaB7qsNGR2SHVizItDwajmprZN5zRQeI-d9yMeXzwxtJW-zpZxpJbNoETpzDAplD_85C2PJWGjPKJOPPEtBwAlziz4h13b2jyCs8X1rQG461zwdWi9_rI7cGo1UkiGA4wP1WxJOEc5Gld0jzR1jyYbtotSb3FbwJqAajmMm1-ATARAIDpT_FFvZL7wwN-v0dv4YovHWDksYKoKIh6IKUFkH7LkJmx32_rJK9uYty2Eh9RU4RcAVr7kteS-Hu1kTPJoxuX6gsmVCqBL3fDEtQ7eZCQED_evP7r02QXh2YrGdOzPMFWjVG-MM95fx5o15PYaOyYH941nmzGFZhTum3DmKAM5obQ==&p=11&fvj=0&vjs=3,CA,Novato
