title,company,rating,location,salary,summary
Healthcare Outcomes Data Scientist,Arine,,Remote,,"This role will involve working with large health claims datasets to support Arine's ongoing population health analytics needs by extracting, compiling,…"
"Sr Data Scientist, Zoro",Zoro Tools,3.8,"Chicago, IL 60603 (Loop area)",,"Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs."
Data Scientist,Blue Owl,,"San Francisco, CA","$250,000 - $375,000 a year","We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution."
,Boehringer Ingelheim,4.1,"Ridgefield, CT",,The Data Scientist II/III will research into innovative scientific approaches to enhancing understanding of therapeutic target safety liabilities and proposing…
Junior Data Scientist,Leidos,3.7,"Pittsburgh, PA 15236",,"Work individually and on local and geographically dispersed teams with other engineers, scientists, technicians, subject matter experts, faculty members, post…"
Data Analyst/Scientist,LifeWorks NW,2.9,"Portland, OR","$53,452 - $58,129 a year","The Data Analyst/Scientist position is responsible for all aspects of data analytics including mining, generation, and visualization."
Data Scientist II (Remote Work Location Available),USAA,3.9,"La Coste, TX 78039",,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;…"
Data Scientist - Manufacturing Technology,Northrop Grumman,4.0,"Palmdale, CA",,"The position requires strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models,…"
Data Scientist,Proofpoint,3.9,"Sunnyvale, CA 94085",,"Blending data from disparate sources, mining the resulting data lake to build models.
Conducting ad-hoc analysis and innovation around data visualization."
Data Scientist,Amgen,4.1,"Thousand Oaks, CA 91362",,"Master’s degree and 3 years of data science, business, statistics, data mining, applied mathematics, business analytics, engineering, computer science or…"
"Data Scientist, Ads Measurement",Pinterest,4.2,"Seattle, WA",,4+ years of combined post-graduate academic and industry experience applying scientific methods to solve real-world problems on web-scale data.
Data Scientist,Tesla,3.5,"Fremont, CA",,"Solve complex industrial and technical problems using advanced mathematical modeling and optimization techniques, including but not limited to, big data pre…"
Data Scientist,RISIRISA,,"New York, NY",,"Experience with a range of data science techniques including clustering, machine learning, natural language processing, and network analysis."
Data Scientist - Genomics,Envision LLC,,"St. Louis, MO 63141",,"Experience applying analytical techniques to genetic or genomic data.
Proficiency in quantitative modeling techniques such as statistics, machine learning,…"
"Data Scientist, ML Evaluation - McD Tech Labs",McD Tech Labs,,"Mountain View, CA 94040",,"Work with teams of data scientists in the ML evaluation work of our AI Drive Through Product.
The ideal candidate will have previous experience using advanced…"
Data Scientist,Somatus,2.7,"McLean, VA",,"Partner with data scientists, data analysts, data engineers, software developers, product managers, and clinical and operations teams to deliver data solutions…"
Associate Data Scientist,Øptimus Consulting,,"Alexandria, VA",,"This position is intended for individuals with at least six months of professional experience as an associate data scientist, data analyst with a machine…"
Sr. Data Scientist/Machine Learning Engineer,AptoNet Inc,3.0,"Atlanta, GA 30303 (Five Points area)",$55 - $75 an hour,"Collaborate with various departments to identify opportunities for process improvement and developing analytics use-cases.
Temporarily due to COVID-19."
Data Scientist,kraken,3.9,Remote,,"5+ years industry experience in data science or analytics.
Work with engineers to evangelize data best practices and implement analytics solutions."
Data Scientist,ARGO,3.4,"Richardson, TX 75081",,"We are looking for a data scientist that is part of a team of software engineers and data scientists, aware of the deployment computational cost to the…"
"Data Scientist, Intern",Duolingo,4.7,"Pittsburgh, PA",,"Derive insights from data to influence product roadmaps and drive business results.
Experience articulating business questions and using available data to find…"
Graduate Studies Program - Data Scientist,Central Intelligence Agency,4.3,"Washington, DC",$27.17 - $36.60 an hour,"Expertise in working with data using a combination of mathematics, computation, or visualization and interaction.
GPA of at least 3.0 on a 4-point scale."
Senior Data Scientist (Remote Option),Humana,3.7,"Boston, MA",,"Knowledge of healthcare claims, clinical programs and interventions, health outcomes, population health.
Experience in working with assignments that involve…"
Data Scientist,"Trobus Technologies,LLC",,"Baltimore, MD","$125,000 - $135,000 a year","Experience with Azure and streaming analytics (major standout).
Querying and analyzing data using a holistic perspective.
US CIT or GC Holder."
Data Scientist,Apple,4.2,"Santa Clara Valley, CA 95014",,"In-depth knowledge of digital analytics data, measurement, methodologies and industry standards.
We are looking for a self-starter with web analytics and…"
Data Scientist,Mitre Corporation,4.0,"McLean, VA",,"Experience designing data science tasking and/or leading a team of data scientists.
Experience applying various machine learning approaches (e.g., random forest…"
Computational Biologist / Data Scientist,Resolution Bioscience,,"Kirkland, WA 98033 (Highlands area)",,"Experience in designing algorithms to analyze NGS data.
Design algorithms to detect cancer mutations with high sensitivity and specificity, using data from our…"
Data Scientist,Black Knight,3.4,"Philadelphia, PA",,"Responsible for using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms…"
(HPC) Software Engineer / Tester/ Data Scientist,FEDDATA,4.3,"Indianapolis, IN",,"Ability to analyze and use independent judgment when analyzing data results.
Required Security Clearance: Unclassified but will need to go through an MPO…"
Data Scientist,DataLab USA,4.3,"Germantown, MD 20876",,"Identify patterns & trends in data, and provides insights to enhance business decision making.
Experience with Tableau (or other data visualization platform)."
Data Scientist,Imperfect Foods,2.9,Remote,,"Build production grade models on large-scale datasets by utilizing sophisticated statistical modeling, machine learning, or data mining techniques."
Data Scientist - Lodging Team,Hopper,3.5,"New York, NY",,"Use machine learning and big data tools on large and complex data sets to enhance our data-driven, personalized travel advice."
Data Scientist,Root Insurance Company,3.6,"Columbus, OH",,"Demonstrated experience building, validating, and applying statistical machine learning methods to real world problems."
Data Scientist,Viola AI,,"Boulder, CO",,"Expert level knowledge of statistics, linear algebra, modern statistical learning with an understanding of when/how to invoke deep learning techniques vs.…"
Supplier Warranty Data Scientist,Rivian Automotive,3.7,"Normal, IL",,"Knowledge of data visualization tools such as Tableau.
Establish data requirements that will ensure supplier warranty concerns are rapidly addressed."
Data Scientist mid level with PhD dgree,Softnice,,"Midland, MI",$60 - $65 an hour,"Collaborate with scientists from manufacturing in solution/experiment design and analyses.
Apply machine learning, statistical or mechanistic models and other…"
