,title,company,rating,location,salary,summary
160,Data Scientist,Booz Allen Hamilton,3.9,"Washington, DC",,"2+ years of experience in a data science or data analytics role.
Experience with reporting and presenting analytics findings to senior leadership and clients."
161,Data Scientist - Philippines,GDS Global Services,,United States,,"Works with clients to manage and explore data to discover business opportunities.
Must have a strong knowledge of machine learning techniques."
162,Data Scientist,Diligente Technologies,,"Santa Clara, CA",$70 - $80 an hour,"The data scientist will blend both structured and unstructured data and use the latest datamining, statistical- and machine-learning and data visualization…"
163,Data Engineer / Data Scientist,Inspirisys,,Remote,$35 - $70 an hour,"Duration: 15 Months contract + possible extension*.
Need an AWS Data Engineer / Scientist with.
8 – 10 Years of experience.
Strong Experience in AWS Kinesis."
164,"Data Scientist, Systems Engineering",Apple,4.2,"Santa Clara Valley, CA 95014",,"3+ years data science background including data analytics, modeling, visualization, study design, and statistical methods."
165,Data Scientist,ZUNA,,"Greenwich, CT","$109,000 - $130,000 a year","The junior data scientist role will use data to help us better understand who our clients are, how they engage with our products and services and how we can…"
166,"Data Scientist, Product Analytics",Noom US,4.1,"New York, NY",,"We offer a generous budget for personal development expenses like training courses, conferences, and books.
You'll get three weeks' paid vacation and a flexible…"
167,"Data Scientist, Crypto",a16z,,"Menlo Park, CA",,"Lead data analysis projects that answer those questions from start to finish: gather and process the necessary data, build or spin-up the right tools, and…"
168,Data Scientist,ACHNET Inc,,"Plano, TX","$70,000 - $177,616 a year","Building and owning large scale machine learning models.
3 - 5+ years of experience in one or more of ML / Deep Learning, NLP, IR, databases, and graph…"
169,Claims Data Scientist,ConcertAI,,Remote,,"As a Claims Data Scientist at ConcertAI, you will be responsible for data exploration, and analysis on patient data for various stakeholders in the oncology and…"
170,Data Scientist,Enable Data,,"Minneapolis, MN 55414 (Prospect Park area)",,"Data scientists often working in a fast-paced multidisciplinary environment so need the ability to autonomously to develop and query databases, perform analysis…"
171,Data Scientist,Gustaine,,"Orange, CA",,"We are looking for accomplished Fresh Graduates / colleagues with 1-2 years of experience, track record of project management, and demonstrated ability to…"
172,Data Scientist (Intern) - United States,Cisco Systems,4.1,"San Jose, CA",,"Creative Hardware Engineering positions available in: ASIC Design and Verification System/Board Design Circuit Board Layout Hardware Automation, Validation and…"
173,Data Science Analyst,Denali Advanced Integration,2.4,"Redmond, WA 98052",,"The Data Science Analyst will translate data into visualizations to analyze trends and understand the data easier.
Data mining using state-of-the-art methods."
174,Data Scientist,CyberCoders,3.3,"Salt Lake City, UT","$50,000 - $95,000 a year","Develop data collection and management modules.
Develop data analysis algorithms for Facility Operations.
If you are a Data Scientist with experience, please…"
175,Data Scientist - AI/ML Engineer,Softnice,,"Sunnyvale, CA",$60 - $65 an hour,"Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining."
176,Data Scientist Intern,Internet Brands,,"Los Angeles, CA",,"Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality analytical and prediction systems…"
177,"Data Scientist, Analytics",Evernote,3.4,"Redwood City, CA 94063 (Downtown area)",,"Apply your expertise in quantitative analysis, data mining, and data visualization to see beyond the numbers, understand how our users interact and engage with…"
178,Senior Data Scientist,Samsara,4.7,"San Francisco, CA",,"4+ years experience as a data scientist, data engineer, or related role.
Experience with data visualization using Python libraries or BI tools (e.g., Tableau)."
179,Data Scientist,Abercrombie and Fitch Co.,3.5,"Columbus, OH",,"Be an evangelist of data-informed decision-making and consistently look out for new ways to leverage data and analytics.
Proficiency with SQL, SAS, Python or R."
180,Senior Data Scientist,Deloitte,4.0,"Gilbert, AZ 85297",,"Perform multiple forms of advanced analyses, sustainment, optimization, text analytics, machine learning, parametric and non-parametric statistical models and…"
181,Junior Data Scientist,"Data-Core System, Inc.",,"Philadelphia, PA 19102 (City Center West area)",,The Data Engineering team uses the Big Data paradigm to make data available for data scientists and a multitude of other business users to draw insights to…
182,DATA SCIENTIST,Koch Supply and Trading,3.6,"Houston, TX 77046 (Montrose area)",,"Work closely with analysts, traders, developers, and other data scientists to develop powerful analysis, models, and analytical solutions."
183,Data Scientist/Machine Learning Engineer,"Sanguina, Inc.",,"Atlanta, GA","$80,000 - $100,000 a year","Analyze data generated from ongoing clinical studies.
Sanguina is searching for a skilled data scientist with machine learning, image analysis, and statistical…"
184,"Data Scientist, Analytics",Next Insurance,,"Palo Alto, CA",,Ability to define relevant metrics that can guide and influence stakeholders to the appropriate and accurate insights.
185,Data Scientist,Tapad,,"New York, NY",,"3+ years experience in applying machine learning techniques, advanced analytics, and statistics, either in an academic setting or as a data scientist."
186,Data Scientist,Mars,3.9,United States,,"Varied technical experience in delivering statistical analytics, data science and insight on large-scale consumer data sets across multiple sectors, including…"
187,Data Scientist - Advanced Analytics,Ochsner Health System,3.9,"New Orleans, LA",,"Develop and implement new machine learning models to be used in clinical, operational, and corporate areas.
Preferred – 3-5 years data analytics."
188,"Postdoctoral, predoctoral, and data scientist positions: cau...",University of Rochester,4.0,"Rochester, NY 14627 (Strong area)","$30,000 - $80,000 a year","Harvard Medical School (Drugowitsch lab): data scientist and graduate student.
This multi-institution project involves experimental and computational…"
189,Data Scientist & Architect,DISH Network,3.3,"Englewood, CO 80112",,"As time allows, the scientist and architect will explore new datasets to ferret out actionable business insights, always keeping a lookout for opportunities to…"
190,Social Scientist (Data Scientist),US Department of Agriculture,4.1,"Seattle, WA","$76,721 - $118,603 a year",Works closely with team Statisticians to ensure data integrity and strengthen data analysis and the design of research initiatives through established and…
191,Data Scientist,XPO Logistics,3.2,"High Point, NC 27265",,"Deep understanding of statistical modeling, machine learning, deep learning or data mining concepts, and a track record of solving problems with these methods."
192,CAMPUS: Data Scientist/Analyst Internship Opportunity - Spri...,"Langan Engineering and Environmental Services, Inc...",3.8,"Parsippany, NJ",,"Responsibilities include business data management and validation, data analysis for business intelligence and trends, ability to analyze data sets, and…"
193,Data Scientist,Deep Labs,3.7,"San Francisco, CA 94105 (Financial District area)",,"The ideal candidate will have a strong background working with data, experience applying machine learning and deep learning techniques to real-world problems,…"
194,"Data Scientist, Analytics","Facebook, Inc.",4.2,"New York, NY",,"Experience working with large data sets.
Experience manipulating data sets through statistical software (ex. R, SAS) or other methods."
